"Id","SalePrice"
1747,222485.208246159
1748,220035.236395435
1749,139268.43338897
1750,116462.989264705
1751,250759.468650768
1752,118058.791013926
1753,146507.484435292
1754,192795.361686768
1755,161046.299842292
1756,133764.065347897
1757,123650.886158111
1758,146285.389397436
1759,156937.295354768
1760,163984.167811835
1761,140141.710025633
1762,175912.403680726
1763,186577.334152481
1764,118127.609161392
1765,128893.535781109
1766,195721.062746388
1767,207535.810787486
1768,139408.666081481
1769,168450.50134006
1770,158243.574664755
1771,112425.489312772
1772,129072.825292057
1773,126746.734329187
1774,143637.127079257
1775,147302.946715595
1776,132952.248742639
1777,111252.724801618
1778,142266.590420649
1779,132024.303134767
1780,161613.048571567
1781,122411.129187727
1782,90651.0054282481
1783,145038.227467994
1784,109105.087652527
1785,115448.399576346
1786,146916.272649464
1787,159101.041550588
1788,62824.9975612116
1789,97399.8759774787
1790,91471.5701284583
1791,198926.364702037
1792,152035.957997944
1793,127608.375051324
1794,158548.15886213
1795,133248.300758434
1796,137759.711486792
1797,114738.369846057
1798,120996.608555411
1799,109810.501212902
1800,133232.236623534
1801,128710.429181946
1802,136819.034260956
1803,148382.058824389
1804,139851.486801094
1805,136188.683387093
1806,120768.789371239
1807,126301.530524241
1808,119055.060856291
1809,122773.247242856
1810,135867.957489552
1811,94972.9698896151
1812,93073.8784559101
1813,122455.463889622
1814,104969.60646073
1815,65398.4271374297
1816,96665.8189382064
1817,107978.343621767
1818,131400.380296216
1819,120556.56142902
1820,71638.373780427
1821,105951.477099448
1822,153621.04636855
1823,59579.7268130489
1824,119360.290188448
1825,135761.179914946
1826,109440.497338217
1827,106711.499090725
1828,129699.788975111
1829,129046.749859866
1830,134988.823455447
1831,138396.44119874
1832,63518.612661389
1833,134154.542632372
1834,122843.80434694
1835,105898.407675217
1836,108603.40771364
1837,84560.134178812
1838,122546.829528884
1839,114211.936021717
1840,145377.321429038
1841,126850.959406268
1842,103717.619520129
1843,131957.538415248
1844,149317.364388307
1845,145224.396898149
1846,156799.019783481
1847,173381.348649095
1848,61603.9013142204
1849,106968.776277245
1850,117475.273952852
1851,138771.850019443
1852,135689.061766605
1853,121902.735327636
1854,155538.09631303
1855,160621.946039649
1856,233275.598961161
1857,132120.88213778
1858,130374.454110543
1859,119696.680694884
1860,151122.192566126
1861,118569.52627782
1862,350789.543028587
1863,324771.751750934
1864,324795.664412387
1865,316724.937001721
1866,305760.896658811
1867,219434.307864027
1868,269448.169439948
1869,204136.620813951
1870,219530.802354303
1871,253141.798823151
1872,176304.362439499
1873,246088.58947995
1874,148711.057656065
1875,194192.366940102
1876,201861.103540678
1877,202870.611955755
1878,202036.039452766
1879,133697.923735116
1880,127535.47904532
1881,243952.83835332
1882,234007.181228153
1883,181814.696592604
1884,196691.814025235
1885,201332.228021346
1886,261593.399495347
1887,214934.38159279
1888,260282.721049982
1889,172978.402708379
1890,119069.209991159
1891,120629.371613168
1892,101720.851487846
1893,123359.824538618
1894,125730.401962921
1895,127505.299827844
1896,123904.800337713
1897,124494.206307704
1898,114403.923352659
1899,164192.790913511
1900,156357.383881798
1901,180710.15150757
1902,154515.837987388
1903,238233.101252589
1904,139172.124941196
1905,195098.299496549
1906,112950.976263341
1907,202377.764690469
1908,108958.674993893
1909,134125.465146462
1910,118432.823100088
1911,225918.135556518
1912,316871.05338188
1913,133654.88246382
1914,73049.0222885731
1915,298130.763040424
1916,57390.8102079828
1917,228826.762384012
1918,142156.409714017
1919,169070.223599535
1920,145952.036021854
1921,353091.699864305
1922,306337.080772337
1923,242865.032934535
1924,246113.038973361
1925,199481.632392572
1926,348478.020494029
1927,129154.365219502
1928,161870.617770097
1929,118583.955600148
1930,134703.579638018
1931,135705.055614435
1932,130701.498239864
1933,191470.604425244
1934,178979.995303654
1935,174499.387049325
1936,192629.510111223
1937,182557.3849185
1938,166490.595813709
1939,256785.634059583
1940,194814.938259457
1941,165659.007933489
1942,164594.179487182
1943,228624.987078868
1944,385884.889277629
1945,382786.016453914
1946,130723.932815956
1947,162460.673935613
1948,168532.570229894
1949,232571.718736787
1950,181551.904165593
1951,237393.16192624
1952,201267.631957326
1953,172036.932751516
1954,175181.903465007
1955,133726.753410096
1956,317945.174525692
1957,140544.788315801
1958,264269.461323902
1959,144019.838822379
1960,110178.208728635
1961,129355.46707664
1962,97209.1388563731
1963,105963.015990108
1964,104111.389768083
1965,148852.834342973
1966,135378.029114
1967,301444.451017355
1968,413072.101559296
1969,358521.087204315
1970,403035.916068533
1971,520707.448382447
1972,379883.703121816
1973,298170.046412035
1974,338455.233524522
1975,622617.130426091
1976,283417.951059201
1977,358308.212247297
1978,354274.192613612
1979,308891.240199183
1980,187240.328501798
1981,317275.072386585
1982,224030.817924273
1983,215049.218019823
1984,173987.598619915
1985,224867.080989811
1986,208302.543163619
1987,183436.143256889
1988,176077.65589492
1989,190120.37132083
1990,207187.230418438
1991,232644.103132259
1992,216586.582366318
1993,174665.451808216
1994,222037.844579341
1995,183274.873396725
1996,255863.046868412
1997,300970.159949979
1998,289692.929357095
1999,299404.372581278
2000,322897.90580768
2001,276523.34905757
2002,235350.51299934
2003,252396.910184983
2004,291803.650187825
2005,216429.836957889
2006,224503.230847639
2007,243737.483263454
2008,227533.265512062
2009,202976.402367563
2010,192009.338935061
2011,138859.718468835
2012,176189.763928146
2013,181534.238596856
2014,184928.290883985
2015,216491.666924235
2016,195699.074045458
2017,192979.949541558
2018,121804.808788241
2019,131988.795042115
2020,94191.640351685
2021,107728.862964286
2022,189941.706365234
2023,134440.279137969
2024,284541.81463223
2025,359553.955332393
2026,181201.48879798
2027,170850.831624979
2028,153317.128740253
2029,168826.390523839
2030,247077.850377372
2031,223541.631115078
2032,236715.542092031
2033,237780.81731768
2034,180222.661763545
2035,225867.568294059
2036,202888.22120845
2037,225023.368561934
2038,325923.319581792
2039,230972.04830772
2040,315519.821085507
2041,283520.449745081
2042,209184.539003051
2043,179832.960379235
2044,166869.717737416
2045,202387.467239255
2046,159163.99755498
2047,135580.123476538
2048,146604.936084257
2049,145250.954684464
2050,164323.956690287
2051,103529.294491284
2052,126607.431152928
2053,149339.963852405
2054,101181.177594525
2055,141004.535301309
2056,147884.554888045
2057,115538.330987743
2058,206554.307524811
2059,133629.687471758
2060,170128.156493703
2061,161421.29292628
2062,126563.924541939
2063,122639.70194722
2064,136562.860102192
2065,110259.33931969
2066,165154.417392145
2067,103723.153645635
2068,148436.723127172
2069,77539.4640458661
2070,111123.247306696
2071,102938.588398175
2072,133647.535823673
2073,124975.962305717
2074,178027.424945812
2075,147413.84056535
2076,119134.788842968
2077,159333.234462027
2078,126361.018081143
2079,130226.590263997
2080,113394.441912444
2081,126567.574360586
2082,118582.522719616
2083,145160.855880323
2084,113181.963429013
2085,120556.696383039
2086,107281.29115163
2087,118094.835290207
2088,95008.9735513874
2089,90665.4362186714
2090,123566.932785205
2091,108740.404052699
2092,119944.918233251
2093,91390.5556638838
2094,105092.648456306
2095,159950.893539137
2096,93743.1021416592
2097,102333.399754498
2098,149683.873160573
2099,64226.9196145002
2100,63357.4953577365
2101,115852.52852749
2102,123592.70455327
2103,109087.507974053
2104,141144.088099924
2105,128865.514830576
2106,72686.9389995211
2107,186359.3400334
2108,112172.626656393
2109,107749.812461547
2110,116034.161719458
2111,127625.01833442
2112,131850.848107078
2113,118855.161205384
2114,120887.072089395
2115,157221.118219153
2116,118175.659772798
2117,146740.156572512
2118,124844.347785128
2119,118300.261685563
2120,116600.706865425
2121,98530.6351951015
2122,119498.924153665
2123,94430.4489252189
2124,157360.758404657
2125,122743.160498062
2126,157498.098517817
2127,171403.18509291
2128,120143.892948216
2129,73817.3325252137
2130,119443.957863957
2131,135993.845148525
2132,98692.8141766536
2133,117092.083146398
2134,108274.854109391
2135,95905.6622480706
2136,70347.2038745292
2137,100605.158466426
2138,123153.978857136
2139,147007.592622827
2140,137695.977963308
2141,167179.550988955
2142,127848.206886641
2143,149326.278867085
2144,120083.936591681
2145,140334.990537501
2146,167517.046579654
2147,144323.955567251
2148,140630.526474023
2149,154329.411730227
2150,240955.349978107
2151,124344.925391518
2152,159665.019454047
2153,170567.971640354
2154,100485.015187379
2155,137013.75684542
2156,229114.000758839
2157,230159.397189468
2158,249994.172325437
2159,216341.48857998
2160,186718.24279931
2161,230560.824995495
2162,379605.231303335
2163,337711.265019166
2164,259498.496483838
2165,212946.594623727
2166,158048.99783126
2167,216322.255468867
2168,196437.528365025
2169,192093.684194011
2170,211098.063861458
2171,154732.067019049
2172,132147.811106416
2173,185803.783937276
2174,215807.883453644
2175,284641.188572847
2176,300180.917271458
2177,240156.858420038
2178,206571.839280146
2179,139411.004829797
2180,202368.599955081
2181,190386.587169383
2182,222461.19209832
2183,192663.801130061
2184,116415.729550884
2185,121776.322031924
2186,142771.438938995
2187,158178.884759663
2188,156685.0191086
2189,275833.367666453
2190,77996.5892318886
2191,74465.6762827557
2192,87941.672953254
2193,108671.581983724
2194,106446.119201611
2195,105802.502169385
2196,103120.03058915
2197,121708.53640619
2198,158948.726109964
2199,186674.106873791
2200,147404.161295881
2201,152950.527295246
2202,203537.837517553
2203,145536.929978525
2204,177072.627095078
2205,124236.139997414
2206,137784.992690414
2207,216906.179072316
2208,272672.281296209
2209,253319.241880033
2210,121564.29440529
2211,118028.991538397
2212,117433.037838182
2213,103954.36858084
2214,119717.328453117
2215,102206.94802075
2216,131096.839508686
2217,61827.5975579433
2218,77907.2764336535
2219,76621.53267144
2220,67344.7611605611
2221,300071.531089372
2222,277029.602921261
2223,270146.646196795
2224,207023.665278685
2225,127931.248454303
2226,170613.806436501
2227,200087.228893333
2228,269969.110282807
2229,248976.182991346
2230,158397.423743822
2231,214023.292050478
2232,183805.877449333
2233,186913.842334328
2234,245347.247676306
2235,216376.116126261
2236,248821.770633862
2237,300367.686926291
2238,206558.419678594
2239,97330.4023126719
2240,150086.951983666
2241,163032.76404412
2242,113210.274838607
2243,120161.815735003
2244,99300.3610462574
2245,98503.2531767996
2246,134106.876735572
2247,114536.769145666
2248,123248.602940683
2249,123366.783906043
2250,128368.980656104
2251,102711.570137204
2252,172188.726142678
2253,162533.903833271
2254,183002.148706214
2255,181766.323479927
2256,168774.241021646
2257,211087.27472947
2258,158041.445646852
2259,177892.604412506
2260,135163.20597634
2261,219311.57413476
2262,222057.591774097
2263,385098.232356813
2264,582112.546884706
2265,171057.020004873
2266,287237.799908167
2267,359495.238292076
2268,541300.122709315
2269,150846.754720368
2270,195637.970374165
2271,205622.100529226
2272,182518.064719848
2273,157866.895714755
2274,179554.797536275
2275,154424.341321045
2276,202985.77147026
2277,180154.974427978
2278,144389.041147727
2279,138258.103458549
2280,105791.981274966
2281,159900.697483968
2282,174750.827621614
2283,108226.066498972
2284,111510.609885166
2285,136082.063684509
2286,123009.138118207
2287,357533.239579079
2288,286057.568882353
2289,364646.547003192
2290,454596.139530342
2291,339481.873734222
2292,433108.440813651
2293,461230.685795719
2294,402636.504650715
2295,508282.628452792
2296,271605.369784618
2297,356583.686777757
2298,346802.305351711
2299,368558.338076812
2300,326045.995132273
2301,327236.844767766
2302,261800.026025323
2303,259650.183839105
2304,262351.443086975
2305,198758.590530438
2306,191301.837866037
2307,207180.105030232
2308,245884.697638748
2309,268895.067592065
2310,223913.468912592
2311,209810.809515856
2312,175975.599125495
2313,172609.5885403
2314,174494.060815716
2315,183076.019490518
2316,195346.715548837
2317,189586.075562558
2318,179993.302667392
2319,185733.834944258
2320,184665.516040435
2321,236743.279817128
2322,188611.582933899
2323,196124.996148585
2324,191191.901527232
2325,209591.334646057
2326,184182.906292151
2327,200328.801729
2328,219881.433850253
2329,194655.977984443
2330,186311.118099637
2331,347414.931459939
2332,391253.038881557
2333,323986.720219652
2334,257070.717573949
2335,289500.77441013
2336,302541.953826353
2337,186875.454062005
2338,246508.659416031
2339,217297.19946734
2340,361717.861623482
2341,210556.024617151
2342,235128.273888949
2343,236532.887725629
2344,210496.835637667
2345,231579.440431087
2346,218867.891542364
2347,198340.4805896
2348,246226.23099219
2349,184910.287260498
2350,293884.122865325
2351,243948.167075915
2352,238716.27374432
2353,248921.167261921
2354,145756.886685475
2355,148372.261155393
2356,147108.618539844
2357,188920.897939949
2358,201044.213707452
2359,137863.316772036
2360,120017.804426088
2361,146121.366873336
2362,256122.459958091
2363,135770.20422125
2364,158981.97933491
2365,209245.160979496
2366,202684.359934617
2367,222808.889751196
2368,215396.903149903
2369,215841.605050734
2370,173388.505102186
2371,160952.324169879
2372,198515.361414592
2373,294121.742474338
2374,322433.947954907
2375,235133.767891218
2376,302651.635994153
2377,318669.436656913
2378,165947.92861665
2379,203144.209187224
2380,151385.665620668
2381,170692.296093515
2382,209507.675397188
2383,192400.259397235
2384,230515.7850406
2385,165722.837464923
2386,131343.436172489
2387,129359.946318123
2388,101099.915111966
2389,118002.817970137
2390,162690.607700746
2391,150771.773279991
2392,121825.959485692
2393,182861.078791825
2394,149310.774474791
2395,209686.967518811
2396,140491.68869558
2397,206165.834307871
2398,134162.636852267
2399,67243.8113026057
2400,76367.8251382675
2401,129904.50466331
2402,137640.927916932
2403,148955.383802903
2404,153087.206047526
2405,156433.883610847
2406,143650.360454246
2407,128566.533573537
2408,154949.588383108
2409,122229.178564622
2410,164976.761286916
2411,112879.815312722
2412,153144.25642085
2413,129198.899107987
2414,151632.834897249
2415,136312.957466237
2416,124063.801252255
2417,139653.961357263
2418,137819.009168485
2419,126389.918849072
2420,124144.915422382
2421,128399.405940554
2422,104391.055584467
2423,112887.748402629
2424,153768.717116985
2425,192577.648242881
2426,122886.047864232
2427,121760.382511717
2428,184955.864667395
2429,114036.887733802
2430,130222.976035266
2431,115397.023364321
2432,151934.835297555
2433,146748.000911837
2434,134963.378990514
2435,146163.056454596
2436,112931.793642643
2437,108863.971546501
2438,126933.850276795
2439,105323.185765071
2440,125640.496329173
2441,91350.1880417677
2442,100541.053213751
2443,131089.294407195
2444,123373.03804585
2445,90170.1131459405
2446,133066.979512232
2447,172238.565157191
2448,127132.793766812
2449,116585.174395212
2450,146521.075496927
2451,117796.893665196
2452,183078.744866876
2453,95937.6243021173
2454,111888.60539418
2455,110860.439732668
2456,126747.407400206
2457,145005.589271248
2458,136378.008224496
2459,114462.005958481
2460,148022.45138501
2461,133649.643321272
2462,131156.892672165
2463,129469.991694176
2464,164494.533654107
2465,135813.637878744
2466,119834.941351555
2467,122804.611073522
2468,93240.0619824442
2469,86583.6612277791
2470,177756.575366831
2471,197640.900010287
2472,138863.426541544
2473,111506.602709175
2474,73060.4030573677
2475,195146.846778556
2476,116636.516538272
2477,122649.658928995
2478,146698.213844067
2479,101078.523908923
2480,152712.555819447
2481,120357.939539002
2482,119035.899675101
2483,110000.498495449
2484,120194.521490092
2485,126518.250364565
2486,145901.499054381
2487,163545.331469713
2488,169971.977725432
2489,154019.726568268
2490,135610.758559665
2491,89896.7890651522
2492,207417.136269587
2493,150599.489220747
2494,134840.389634363
2495,77588.1422533648
2496,245152.898160253
2497,145126.848884619
2498,117391.216998903
2499,83970.7521126317
2500,122961.993468302
2501,131409.393535212
2502,129987.565844333
2503,97419.3697674868
2504,157623.574407087
2505,244773.562796399
2506,245352.451403776
2507,282636.14701249
2508,244589.573949303
2509,218840.042159974
2510,218912.067802059
2511,172662.767287874
2512,204024.591748339
2513,226023.559139632
2514,342727.329344818
2515,154441.253918472
2516,181314.208488381
2517,155027.366601666
2518,158279.312784203
2519,247146.507181151
2520,226840.224908098
2521,184741.495475251
2522,222389.046147694
2523,115131.357696932
2524,143397.97956454
2525,151922.199548924
2526,151992.918133795
2527,124461.420187355
2528,144883.32018698
2529,151219.989343342
2530,136652.794201912
2531,248531.485004466
2532,220242.841374052
2533,195900.620376977
2534,233642.190433297
2535,273881.913993962
2536,214460.03410967
2537,247540.451808275
2538,185929.881363504
2539,184933.176293298
2540,180973.786442301
2541,181390.077439461
2542,162493.819158301
2543,113348.774678356
2544,114472.906689534
2545,126891.619354002
2546,125648.436199124
2547,134672.434681583
2548,157607.739671368
2549,156817.150941782
2550,896293.357362973
2551,139449.496439105
2552,126108.254322836
2553,77092.838816305
2554,88751.9320656618
2555,120090.140910413
2556,100907.788910486
2557,102431.062094395
2558,134530.345418194
2559,144638.787057098
2560,166139.191668732
2561,162422.860527311
2562,151269.837388499
2563,150315.265869251
2564,223781.369983613
2565,161102.743121077
2566,168981.024224077
2567,151604.854664087
2568,208379.572198079
2569,241338.465501884
2570,114583.946886798
2571,195020.952483497
2572,139084.24842661
2573,221919.209871013
2574,367966.864872452
2575,128101.577777449
2576,122769.088484697
2577,135524.580811192
2578,77943.7548596147
2579,54793.8671582908
2580,92548.8234760499
2581,114367.060548357
2582,131437.324805602
2583,280166.055342972
2584,167242.011183848
2585,187405.422899546
2586,207359.68852939
2587,191543.335359214
2588,146707.492355247
2589,151096.378622612
2590,208573.669422004
2591,233825.618192519
2592,210312.753933748
2593,231575.057756012
2594,185209.268646745
2595,204088.292914874
2596,281854.181566602
2597,193114.127776539
2598,295649.14918065
2599,399801.906264033
2600,130519.549467161
2601,133423.345635434
2602,83522.5020294505
2603,91108.7766532224
2604,90436.1560203535
2605,81200.5964794658
2606,143931.29589588
2607,222815.577807088
2608,183592.930414728
2609,179408.66430989
2610,107943.34610441
2611,148662.196431831
2612,161890.983144614
2613,128897.900910369
2614,123848.495287968
2615,154187.079223063
2616,152128.744638921
2617,180138.867293765
2618,169108.376975772
2619,189115.164888695
2620,192805.14603898
2621,172516.191930777
2622,176253.365323212
2623,230998.55782634
2624,313253.216818057
2625,303189.217649298
2626,175687.081741356
2627,171895.612419334
2628,497674.309038395
2629,553195.416664784
2630,420878.304010252
2631,496300.447088554
2632,424754.910562374
2633,296860.183853338
2634,428484.781290398
2635,145572.742971726
2636,182089.285624557
2637,174921.259986617
2638,257639.273784913
2639,183436.173666923
2640,144944.122888398
2641,110903.127264325
2642,174284.639098529
2643,109311.296619918
2644,119532.485987669
2645,111473.248081731
2646,98170.9467825807
2647,108094.62583947
2648,141551.144246883
2649,153539.148201712
2650,126669.66968512
2651,144793.804967265
2652,407760.840490516
2653,256320.740698247
2654,273153.371530148
2655,406238.310012481
2656,337972.009558078
2657,343790.411949058
2658,312676.758996868
2659,320167.935019355
2660,375835.933450778
2661,344404.835271541
2662,351455.276057533
2663,308540.957846138
2664,266769.845436087
2665,321233.648027696
2666,279390.635671283
2667,180759.798455314
2668,184917.488479576
2669,179579.254055104
2670,267597.82908395
2671,188926.572697986
2672,197392.223619722
2673,193864.774247035
2674,195534.020038024
2675,184210.756489299
2676,192143.788142214
2677,197058.307366099
2678,228692.534733559
2679,281248.508533531
2680,289246.779133828
2681,390354.290333059
2682,323102.46610214
2683,574782.104777332
2684,322622.178159266
2685,335274.41636478
2686,257766.24608822
2687,304755.233332637
2688,208097.549718566
2689,210626.400425831
2690,379156.182928143
2691,191498.004245887
2692,147372.916304672
2693,201533.300350422
2694,134874.240251941
2695,195412.317882611
2696,186147.904534038
2697,186643.44386312
2698,194041.631335195
2699,167285.020009852
2700,154455.731098452
2701,151014.05492173
2702,115438.771001041
2703,131585.988586991
2704,139185.815667544
2705,111159.87915916
2706,109461.110763117
2707,117956.150523339
2708,130454.011676102
2709,99335.7725945447
2710,129440.224758486
2711,213069.017405438
2712,399835.876141486
2713,172763.386304278
2714,155628.313552454
2715,165695.47854347
2716,151326.521538791
2717,200496.621130708
2718,228326.632246012
2719,161242.613563149
2720,180148.987302865
2721,129604.291171957
2722,158181.66409751
2723,136428.825823233
2724,127419.042459036
2725,130146.350870573
2726,146287.222777175
2727,181970.618676561
2728,187322.294629511
2729,151634.115420495
2730,143566.801384537
2731,137340.639850611
2732,126697.499745918
2733,150909.925172669
2734,132391.251931283
2735,134481.405259149
2736,137146.832659109
2737,119822.394194492
2738,138295.700169768
2739,152251.642287782
2740,138372.045031675
2741,136050.61242108
2742,158343.107681317
2743,155149.311827712
2744,163633.129874567
2745,143754.812331869
2746,138810.627807519
2747,147282.500932832
2748,129824.608138596
2749,135127.806596943
2750,124984.791214591
2751,138071.723154238
2752,182367.742262403
2753,150776.38585259
2754,218450.594561099
2755,144171.167331381
2756,99153.9556104295
2757,75871.7852424674
2758,100233.428001397
2759,156260.619567876
2760,121333.126935325
2761,138444.013499822
2762,140997.57622956
2763,188983.607823024
2764,150627.563792793
2765,282591.125574974
2766,106784.661236263
2767,90796.1648866307
2768,124377.783748206
2769,134156.150916721
2770,138513.517189609
2771,107300.70960186
2772,111534.368487335
2773,177145.985175833
2774,135268.875302131
2775,106269.84699108
2776,142251.643793939
2777,153899.414297748
2778,103732.131054299
2779,119051.416814913
2780,93095.5871170079
2781,96056.7978141762
2782,105000.605027365
2783,101518.465133274
2784,128991.214144273
2785,141404.704023961
2786,76840.5076533304
2787,117707.10209001
2788,82413.1097231488
2789,167625.408267805
2790,96855.2278873787
2791,112170.774756007
2792,67195.8936298391
2793,110323.939830079
2794,107999.509538941
2795,118989.665586464
2796,102511.262814899
2797,177316.243355562
2798,99097.3633430031
2799,93106.1734258484
2800,70141.3837964153
2801,103108.888181782
2802,114326.492989395
2803,152308.861992042
2804,122047.428995813
2805,95433.0212552826
2806,92235.7367243813
2807,222222.181759614
2808,147647.621392969
2809,129543.64326788
2810,123657.044217277
2811,162350.263305428
2812,178965.577377326
2813,166001.375046416
2814,165760.618110415
2815,97588.9242553008
2816,216905.444966357
2817,159436.942805903
2818,129560.358116224
2819,188389.742287793
2820,136369.245254892
2821,109259.800010325
2822,188149.62874896
2823,323147.324778528
2824,173954.039651943
2825,143578.152227847
2826,131391.881382792
2827,129662.322876189
2828,209454.971281652
2829,225346.111277807
2830,225199.571733659
2831,176535.51634647
2832,229967.675702866
2833,287224.603580411
2834,221345.723605887
2835,225783.122834539
2836,189711.745596709
2837,158575.878902974
2838,150455.787539333
2839,183859.005250672
2840,202451.795378153
2841,200320.147789015
2842,227845.210476008
2843,151626.995735374
2844,170442.497980229
2845,126699.353624081
2846,206047.851620279
2847,221221.848339968
2848,191693.51709251
2849,196293.81747914
